"Checked"	"Protein FDR Confidence Combined"	"Master"	"Accession"	"Description"	"Exp q-value Combined"	"Sum PEP Score"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of Protein Groups"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT Sequest HT"	"Number of Peptides by Search Engine Sequest HT"	"Number of Razor Peptides"	"Abundances Grouped 126 A"	"Abundances Grouped 126 B"	"Abundances Grouped 127N A"	"Abundances Grouped 127N B"	"Abundances Grouped 127C A"	"Abundances Grouped 127C B"	"Abundances Grouped 128N A"	"Abundances Grouped 128N B"	"Abundances Grouped 128C A"	"Abundances Grouped 128C B"	"Abundances Grouped 129N A"	"Abundances Grouped 129N B"	"Abundances Grouped 129C A"	"Abundances Grouped 129C B"	"Abundances Grouped 130N A"	"Abundances Grouped 130N B"	"Abundances Grouped 130C A"	"Abundances Grouped 130C B"	"Abundances Grouped 131 A"	"Abundances Grouped 131 B"	"Abundances Grouped CV in Percent 126 A"	"Abundances Grouped CV in Percent 126 B"	"Abundances Grouped CV in Percent 127N A"	"Abundances Grouped CV in Percent 127N B"	"Abundances Grouped CV in Percent 127C A"	"Abundances Grouped CV in Percent 127C B"	"Abundances Grouped CV in Percent 128N A"	"Abundances Grouped CV in Percent 128N B"	"Abundances Grouped CV in Percent 128C A"	"Abundances Grouped CV in Percent 128C B"	"Abundances Grouped CV in Percent 129N A"	"Abundances Grouped CV in Percent 129N B"	"Abundances Grouped CV in Percent 129C A"	"Abundances Grouped CV in Percent 129C B"	"Abundances Grouped CV in Percent 130N A"	"Abundances Grouped CV in Percent 130N B"	"Abundances Grouped CV in Percent 130C A"	"Abundances Grouped CV in Percent 130C B"	"Abundances Grouped CV in Percent 131 A"	"Abundances Grouped CV in Percent 131 B"
"False"	"High"	"IsMasterProtein"	"OEU23619.1"	"nagb/rpia/CoA transferase-like protein [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.715"	"4"	"1"	"4"	"1"	"1"	"334"	"36.1"	"5.05"	"12.28"	"1"	"0"	"2.5"	"4.1"	"3.7"	"2.7"	"1.9"	""	""	""	"3.9"	""	"3.5"	"5.3"	"1.9"	"4.0"	""	"3.0"	""	"3.1"	""	"2.1"	""	""	""	"83.19"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU15197.1"	"hypothetical protein FRACYDRAFT_208755 [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.713"	"3"	"2"	"2"	"2"	"1"	"716"	"78.9"	"6.02"	"5.93"	"2"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU10640.1"	"hypothetical protein FRACYDRAFT_247182 [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.712"	"2"	"1"	"2"	"1"	"1"	"592"	"66.6"	"6.06"	"3.16"	"1"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU16087.1"	"Rna binding domain in eukaryotic translation initiation factor 3 subunit 4, partial [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.697"	"9"	"2"	"6"	"2"	"1"	"95"	"10.8"	"8.46"	"17.16"	"2"	"0"	"2.5"	"5.8"	""	"4.9"	"1.3"	"1.7"	""	""	"3.5"	"2.2"	"2.2"	"2.3"	""	"5.9"	""	"5.1"	""	"4.4"	""	"6.6"	""	""	""	""	""	""	""	""	""	""	""	"79.34"	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU21336.1"	"S-adenosylmethionine decarboxylase, partial [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.696"	"15"	"1"	"3"	"1"	"1"	"80"	"8.6"	"6.65"	"11.61"	"1"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU13442.1"	"ARM repeat-containing protein [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.695"	"2"	"2"	"4"	"2"	"1"	"1113"	"123.3"	"5.26"	"10.70"	"2"	"0"	"3.1"	"5.9"	"4.6"	"8.5"	"1.4"	"2.6"	""	""	"4.4"	"2.1"	"2.7"	"3.0"	"1.5"	"5.4"	""	"5.8"	""	"3.8"	"3.3"	"4.3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU15948.1"	"NAD(P)-binding protein [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.695"	"8"	"2"	"2"	"2"	"1"	"288"	"30.8"	"6.02"	"5.27"	"2"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU11570.1"	"hypothetical protein FRACYDRAFT_192183 [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.688"	"4"	"1"	"1"	"1"	"1"	"284"	"31.1"	"5.22"	"4.20"	"1"	"0"	""	"4.2"	""	"4.6"	""	"1.6"	""	""	""	"1.4"	""	"2.9"	""	"3.7"	""	"4.6"	""	"4.4"	""	"1.5"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU19672.1"	"ClpS-like protein [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.677"	"11"	"2"	"2"	"2"	"1"	"148"	"15.7"	"4.89"	"5.80"	"2"	"0"	"9.9"	"2.9"	"8.4"	"2.3"	"9.4"	"1.1"	"7.0"	""	"17.4"	"2.6"	"12.0"	"3.0"	"3.6"	"2.3"	""	"1.5"	""	"3.1"	"10.7"	"1.7"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU15883.1"	"MTHFD1 protein, partial [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.674"	"4"	"2"	"2"	"2"	"1"	"375"	"40.0"	"5.21"	"5.84"	"2"	"0"	"4.0"	""	"5.5"	""	"5.9"	""	"4.9"	""	"5.0"	""	"8.6"	""	"2.8"	""	""	""	""	""	"5.2"	""	"17.36"	""	""	""	"107.38"	""	"86.58"	""	"19.06"	""	"36.27"	""	"47.77"	""	""	""	""	""	"62.72"	""
"False"	"High"	"IsMasterProtein"	"OEU17781.1"	"Diphosphomevalonate decarboxylase [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.672"	"4"	"2"	"3"	"2"	"1"	"426"	"45.9"	"6.09"	"8.13"	"2"	"0"	"14.9"	""	"16.5"	"1.6"	"12.4"	""	"12.3"	""	"7.5"	"2.2"	"10.6"	""	"4.5"	"1.9"	""	""	""	""	"6.1"	""	""	""	""	""	""	""	""	""	"112.17"	""	"101.30"	""	"92.57"	""	""	""	""	""	"111.12"	""
"False"	"High"	"IsMasterProtein"	"OEU16576.1"	"hypothetical protein FRACYDRAFT_155174, partial [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.670"	"19"	"2"	"6"	"2"	"1"	"94"	"10.9"	"10.43"	"15.59"	"2"	"0"	"9.7"	"15.3"	"49.3"	"13.2"	"48.7"	"4.0"	"34.7"	"1.0"	"48.2"	"8.4"	"9.1"	"17.6"	"13.6"	"16.6"	""	"16.5"	""	"13.8"	"47.2"	"10.2"	"134.87"	"84.20"	""	"94.13"	""	"107.51"	""	""	""	"92.90"	"132.90"	"80.68"	"119.85"	"95.01"	""	"79.63"	""	"81.75"	""	"95.19"
"False"	"High"	"IsMasterProtein"	"OEU19796.1"	"hypothetical protein FRACYDRAFT_260110 [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.670"	"2"	"1"	"2"	"1"	"1"	"681"	"75.4"	"4.65"	"8.38"	"1"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU09835.1"	"kinesin-related protein, partial [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.663"	"6"	"2"	"3"	"1"	"1"	"311"	"34.1"	"5.67"	"8.28"	"2"	"0"	""	"3.5"	"1.8"	"3.8"	""	"2.0"	""	""	"2.9"	""	"1.3"	"4.1"	""	"3.3"	""	"5.9"	""	"4.6"	"1.7"	"3.0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU14530.1"	"ribosomal protein L15, partial [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.660"	"7"	"1"	"1"	"1"	"1"	"206"	"22.8"	"10.93"	"3.40"	"1"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU19305.1"	"hypothetical protein FRACYDRAFT_235354 [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.651"	"3"	"1"	"1"	"1"	"1"	"352"	"38.5"	"8.34"	"4.15"	"1"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU19670.1"	"hypothetical protein FRACYDRAFT_268064 [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.647"	"6"	"1"	"3"	"1"	"1"	"215"	"23.3"	"6.21"	"10.39"	"1"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU13743.1"	"putativecytochrome c peroxidase [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.644"	"5"	"2"	"4"	"2"	"1"	"323"	"36.0"	"5.97"	"11.59"	"2"	"0"	"2.6"	""	"3.1"	""	"1.6"	""	"2.7"	""	"2.8"	""	"4.8"	""	"3.7"	""	""	""	""	""	"2.2"	""	"34.90"	""	""	""	"15.25"	""	"26.05"	""	""	""	"16.97"	""	""	""	""	""	""	""	"40.86"	""
"False"	"High"	"IsMasterProtein"	"OEU15623.1"	"Peptidase_M16-domain-containing protein [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.644"	"2"	"2"	"3"	"2"	"1"	"990"	"110.1"	"5.39"	"8.23"	"2"	"0"	"10.8"	"11.6"	"12.1"	"13.8"	"7.6"	"4.9"	"6.2"	""	"11.2"	"2.9"	""	"16.7"	"10.6"	"12.0"	""	"13.5"	""	"9.8"	"8.4"	"6.2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU20526.1"	"cyclin dependent kinase 2 [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.641"	"6"	"2"	"3"	"1"	"1"	"324"	"36.6"	"6.70"	"8.19"	"2"	"1"	"5.1"	""	"3.6"	""	"2.5"	""	"2.2"	""	"5.0"	""	"3.8"	""	"3.4"	""	""	""	""	""	"1.8"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU17682.1"	"N-acetyl-gamma-glutamyl-phosphate reductase [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.638"	"6"	"2"	"4"	"2"	"1"	"327"	"36.0"	"4.94"	"11.91"	"2"	"0"	"20.3"	"13.3"	"19.4"	"8.3"	"8.5"	"7.0"	"7.6"	""	"20.4"	"3.8"	"14.2"	"7.9"	"11.9"	"8.2"	""	"8.7"	""	"9.9"	"11.3"	"8.6"	""	""	""	""	""	""	""	""	""	"83.88"	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU22756.1"	"hypothetical protein FRACYDRAFT_232915 [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.634"	"2"	"2"	"2"	"2"	"1"	"680"	"72.5"	"4.73"	"6.58"	"2"	"0"	"2.2"	""	"1.5"	""	""	""	""	""	"2.6"	""	"2.7"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU14633.1"	"helical backbone metal receptor [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.632"	"4"	"1"	"1"	"1"	"1"	"348"	"38.4"	"5.30"	"4.23"	"1"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1.3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU13753.1"	"hypothetical protein FRACYDRAFT_171189 [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.630"	"9"	"2"	"3"	"2"	"1"	"194"	"21.7"	"5.01"	"4.79"	"2"	"0"	"2.0"	""	""	""	"1.8"	""	"1.7"	""	"3.3"	""	"2.2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU14149.1"	"gamma glutamylcysteine synthetase [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.629"	"3"	"2"	"2"	"2"	"1"	"796"	"89.8"	"5.76"	"5.09"	"2"	"0"	""	"2.3"	""	"1.9"	""	""	""	""	""	""	""	""	""	"1.5"	""	"2.3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU17312.1"	"glycine decarboxylase T-protein, partial [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.621"	"3"	"1"	"1"	"1"	"1"	"507"	"57.1"	"9.42"	"3.79"	"1"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU19535.1"	"hypothetical protein FRACYDRAFT_206523 [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.614"	"13"	"2"	"4"	"2"	"1"	"112"	"13.0"	"9.94"	"12.14"	"2"	"0"	"10.8"	"4.2"	"7.8"	"5.4"	"13.4"	"5.6"	"11.2"	"1.3"	"12.7"	"5.5"	"14.4"	"6.8"	"14.3"	"8.9"	"0.2"	"6.5"	"1.0"	"7.2"	"12.8"	"4.5"	"82.53"	"26.87"	"109.69"	"52.07"	"24.98"	"88.09"	"55.83"	""	"93.54"	"98.72"	"18.23"	"42.42"	"98.29"	"44.89"	""	"17.09"	""	"44.66"	"87.84"	"47.86"
"False"	"High"	"IsMasterProtein"	"OEU17803.1"	"fucoxanthin chlorophyll a/c protein [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.612"	"4"	"2"	"5"	"2"	"1"	"414"	"45.2"	"5.05"	"13.82"	"2"	"0"	"49.5"	"26.3"	"33.4"	"20.3"	"19.1"	"10.4"	"13.4"	"0.1"	"40.5"	"8.1"	"33.7"	"27.6"	"11.6"	"29.6"	""	"28.1"	""	"21.2"	"31.5"	"16.9"	"100.31"	"10.37"	"73.40"	"6.28"	"108.82"	"30.14"	"86.82"	""	"99.87"	"46.76"	"99.40"	"5.28"	"104.88"	"6.08"	""	"22.88"	""	"33.61"	"77.04"	"5.90"
"False"	"High"	"IsMasterProtein"	"OEU18444.1"	"hypothetical protein FRACYDRAFT_268307 [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.609"	"5"	"1"	"2"	"1"	"1"	"236"	"27.5"	"5.22"	"6.71"	"1"	"0"	"5.5"	"3.8"	"3.1"	"1.9"	"1.4"	""	""	""	"2.5"	""	"4.2"	"5.6"	"4.6"	"7.3"	""	"7.4"	""	"7.1"	"1.6"	"2.5"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU16863.1"	"phytochelatin synthase [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.605"	"3"	"1"	"2"	"1"	"1"	"386"	"44.0"	"7.68"	"6.31"	"1"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU20543.1"	"P-loop containing nucleoside triphosphate hydrolase protein [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.604"	"3"	"2"	"2"	"2"	"1"	"656"	"75.5"	"9.11"	"5.50"	"2"	"0"	""	"14.6"	""	"12.8"	""	"3.7"	""	""	""	"23.9"	""	"40.3"	""	"31.3"	""	"38.6"	""	"23.7"	""	"19.7"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU17951.1"	"hypothetical protein FRACYDRAFT_238382 [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.601"	"3"	"2"	"3"	"2"	"1"	"729"	"81.1"	"5.95"	"7.38"	"2"	"0"	"2.7"	"2.7"	"6.2"	"2.5"	"3.5"	"4.3"	"2.8"	""	"7.5"	"2.7"	"7.6"	"4.0"	"3.8"	"4.6"	""	"2.1"	""	"2.4"	"4.0"	"2.2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU14218.1"	"hypothetical protein FRACYDRAFT_261913 [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.598"	"2"	"2"	"3"	"2"	"1"	"822"	"89.2"	"4.81"	"7.66"	"2"	"0"	"13.9"	"9.8"	"16.6"	"9.0"	"7.0"	"4.7"	"8.0"	""	"11.3"	"8.2"	"14.1"	"17.6"	"10.3"	"20.8"	"0.1"	"16.2"	""	"10.0"	"12.1"	"10.1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU19646.1"	"hypothetical protein FRACYDRAFT_235703 [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.594"	"2"	"1"	"2"	"1"	"1"	"679"	"78.1"	"3.88"	"8.16"	"1"	"0"	"4.7"	"5.8"	"5.8"	"5.7"	"5.6"	"2.6"	"2.5"	""	"5.0"	"3.5"	"6.6"	"5.7"	"9.7"	"4.3"	""	"6.4"	""	"3.9"	"3.8"	"3.7"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU16778.1"	"terpenoid synthase [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.592"	"4"	"1"	"2"	"1"	"1"	"301"	"33.8"	"6.14"	"8.29"	"1"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU10759.1"	"hypothetical protein FRACYDRAFT_193274 [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.588"	"6"	"2"	"3"	"2"	"1"	"287"	"33.5"	"9.16"	"7.67"	"2"	"0"	"16.9"	"47.2"	"14.3"	"39.7"	"9.3"	"26.2"	"5.7"	"0.3"	"21.7"	"20.2"	"22.8"	"37.2"	"15.8"	"46.8"	""	"35.3"	""	"38.7"	"14.1"	"31.8"	"73.57"	""	"84.45"	""	"105.73"	""	"122.12"	""	"89.33"	""	"97.03"	""	"89.07"	""	""	""	""	""	"95.62"	""
"False"	"High"	"IsMasterProtein"	"OEU15016.1"	"Peptidase_M48-domain-containing protein [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.584"	"3"	"2"	"4"	"2"	"1"	"520"	"58.9"	"5.67"	"8.18"	"2"	"0"	"4.9"	""	"2.2"	""	"7.9"	""	"6.1"	""	"4.4"	""	"12.1"	""	"4.8"	""	""	""	""	""	"5.2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU21728.1"	"hypothetical protein FRACYDRAFT_178897 [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.579"	"3"	"1"	"7"	"1"	"1"	"393"	"41.4"	"4.50"	"27.17"	"1"	"0"	"26.7"	"20.1"	"20.7"	"21.6"	"14.5"	"9.4"	"10.8"	"0.2"	"29.2"	"9.1"	"22.9"	"19.6"	"20.1"	"18.4"	"0.2"	"16.7"	""	"15.7"	"19.8"	"11.2"	"22.22"	"75.93"	"28.84"	"43.08"	"33.59"	"81.55"	"36.16"	"70.22"	"28.77"	"79.89"	"36.16"	"54.73"	"27.49"	"75.15"	""	"52.60"	""	"73.99"	"13.36"	"79.50"
"False"	"High"	"IsMasterProtein"	"OEU13253.1"	"alpha/beta-hydrolase [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.559"	"3"	"1"	"2"	"1"	"1"	"324"	"35.7"	"5.12"	"5.76"	"1"	"0"	"12.7"	"15.2"	"11.3"	"11.9"	"5.8"	"5.0"	"6.3"	""	"19.0"	"5.7"	"15.0"	"7.9"	"4.2"	"9.1"	""	"10.5"	""	"10.3"	"9.0"	"9.9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU19625.1"	"U-box-domain-containing protein [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.559"	"3"	"1"	"1"	"1"	"1"	"399"	"45.2"	"5.12"	"3.66"	"1"	"0"	"5.0"	""	"5.1"	""	"8.9"	""	"7.1"	""	"6.5"	""	"10.1"	""	"6.7"	""	""	""	""	""	"6.1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU18553.1"	"Sad1_UNC-domain-containing protein [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.547"	"3"	"2"	"3"	"2"	"1"	"550"	"61.1"	"4.36"	"8.65"	"2"	"0"	"27.6"	"15.3"	"24.8"	"13.6"	"19.2"	"10.0"	"13.8"	""	"36.5"	"7.5"	"44.6"	"14.8"	"18.6"	"7.3"	""	"18.5"	""	"12.7"	"21.8"	"8.6"	""	""	""	""	""	""	""	""	""	""	""	""	""	"93.61"	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU07347.1"	"hypothetical protein FRACYDRAFT_251152 [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.544"	"9"	"2"	"3"	"2"	"1"	"185"	"21.0"	"5.11"	"7.51"	"2"	"0"	"2.7"	""	"3.1"	""	"7.7"	""	"6.7"	""	"4.9"	""	"4.5"	""	"10.4"	""	"1.2"	""	""	""	"6.1"	""	""	""	"10.67"	""	""	""	""	""	"93.30"	""	"100.27"	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU18518.1"	"P-loop containing nucleoside triphosphate hydrolase protein [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.542"	"1"	"1"	"1"	"1"	"1"	"1316"	"149.8"	"5.76"	"4.10"	"1"	"0"	"1.6"	""	"1.5"	""	"4.2"	""	"3.1"	""	"6.9"	""	"5.6"	""	"5.3"	""	""	""	""	""	"4.6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU17518.1"	"pyridoxal phosphate-dependent enzyme, beta subunit, partial [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.538"	"3"	"1"	"2"	"1"	"1"	"325"	"34.7"	"5.27"	"6.86"	"1"	"0"	"11.1"	"41.0"	"6.4"	"42.9"	"8.3"	"15.4"	"2.9"	""	"12.5"	"19.1"	"11.5"	"32.5"	"4.3"	"37.0"	""	"27.8"	""	"28.5"	"7.1"	"25.1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU12447.1"	"hypothetical protein FRACYDRAFT_262942 [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.532"	"2"	"1"	"3"	"1"	"1"	"471"	"50.3"	"5.92"	"10.56"	"1"	"0"	"4.8"	"4.5"	"3.9"	"2.7"	"3.8"	"1.4"	"2.3"	""	"5.8"	""	"5.7"	"2.3"	"2.0"	"2.7"	""	"3.6"	""	""	"3.1"	"2.3"	"40.28"	""	"7.19"	""	""	""	"34.88"	""	"23.69"	""	"15.00"	""	""	""	""	""	""	""	"35.36"	""
"False"	"High"	"IsMasterProtein"	"OEU16408.1"	"translation elongation factor P [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.528"	"10"	"2"	"4"	"2"	"1"	"176"	"19.6"	"5.41"	"9.56"	"2"	"0"	""	"10.3"	""	"8.2"	""	"4.9"	""	"1.4"	""	"2.8"	""	"8.8"	""	"10.1"	""	"12.2"	""	"9.7"	""	"4.2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU22782.1"	"P-loop containing nucleoside triphosphate hydrolase protein, partial [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.527"	"1"	"2"	"2"	"2"	"1"	"1953"	"217.8"	"6.86"	"4.74"	"2"	"0"	"13.5"	""	"9.3"	""	"6.6"	""	"10.4"	""	"16.2"	""	"18.2"	""	""	""	""	""	""	""	"11.5"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU15502.1"	"HisG-domain-containing protein [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.526"	"5"	"2"	"3"	"2"	"1"	"295"	"31.9"	"5.57"	"7.55"	"2"	"0"	"77.6"	"19.1"	"54.0"	"20.7"	"58.6"	"10.4"	"47.3"	"5.5"	"98.8"	"38.1"	"104.7"	"16.1"	"83.2"	"22.0"	""	"15.2"	""	"14.7"	"66.1"	"11.2"	""	"119.89"	""	"112.37"	""	"114.34"	""	""	""	""	""	"118.52"	""	"111.61"	""	"120.86"	""	"117.42"	""	"125.77"
"False"	"High"	"IsMasterProtein"	"OEU13981.1"	"hypothetical protein FRACYDRAFT_189259 [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.522"	"5"	"2"	"3"	"2"	"1"	"413"	"47.4"	"8.87"	"10.09"	"2"	"0"	"7.3"	"3.3"	"5.1"	""	"7.0"	"2.2"	"3.8"	""	"8.7"	"2.2"	"8.1"	"2.8"	"3.4"	"3.9"	""	"2.0"	""	"2.8"	"5.6"	"2.9"	""	""	""	""	""	""	""	""	""	""	""	""	"72.64"	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU21008.1"	"hypothetical protein FRACYDRAFT_206171 [Fragilariopsis cylindrus CCMP1102]"	"0.001"	"4.521"	"6"	"2"	"4"	"2"	"1"	"284"	"30.7"	"6.11"	"10.16"	"2"	"0"	"7.8"	"6.0"	"4.6"	"3.0"	"4.3"	"2.5"	"3.7"	""	"3.8"	""	"4.5"	"5.7"	"3.2"	"2.8"	""	"2.5"	""	"3.5"	"4.0"	"3.1"	""	""	""	""	"0.28"	""	"22.94"	""	"91.55"	""	"52.94"	""	"31.01"	"68.48"	""	"69.61"	""	"70.79"	"47.14"	"60.14"
